op_number,file,line,model,operation,hint_from_scanner,verdict,evidence_lines_read,evidence_quote,verified_at,verified_by
344,./server/src/services/aiRmfService.ts,1404,aIRMFRiskActivity,.update(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/aiRmfService.ts:1381-1448,"if (!riskActivity || riskActivity.aiSystem.organizationId !== organizationId) {",2026-05-25T16:30:00Z,L7_chunk_07
345,./server/src/services/aiRmfService.ts,1474,aISystem,.update(,ORG_IN_FUNC_NOT_IN_WRITE,GAP_HIGH,server/src/services/aiRmfService.ts:1457-1484,"await prisma.aISystem.update({ where: { id: aiSystemId }; data: { overallTrustworthinessScore: Math.round(average) }; }); -- organizationId param never used to gate",2026-05-25T16:30:00Z,L7_chunk_07
346,./server/src/services/auditorService.ts,377,auditorProfile,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/auditorService.ts:359-439,"data: { id; organizationId; name: data.name;",2026-05-25T16:30:00Z,L7_chunk_07
347,./server/src/services/auditorService.ts,464,auditorProfile,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/auditorService.ts:434-514,"const existing = await prisma.auditorProfile.findFirst({ where: { id: profileId; organizationId }; });",2026-05-25T16:30:00Z,L7_chunk_07
348,./server/src/services/auditorService.ts,491,auditorProfile,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/auditorService.ts:483-563,"const existing = await prisma.auditorProfile.findFirst({ where: { id: profileId; organizationId }; });",2026-05-25T16:30:00Z,L7_chunk_07
349,./server/src/services/auditorService.ts,580,auditEngagement,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/auditorService.ts:554-634,"data: { id; organizationId; auditorId: data.auditorId;",2026-05-25T16:30:00Z,L7_chunk_07
350,./server/src/services/auditorService.ts,666,auditEngagement,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/auditorService.ts:636-716,"const existing = await prisma.auditEngagement.findFirst({ where: { id: engagementId; organizationId }; });",2026-05-25T16:30:00Z,L7_chunk_07
351,./server/src/services/auditorService.ts,676,auditorProfile,.update(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/auditorService.ts:636-700,"const existing = await prisma.auditEngagement.findFirst({ where: { id: engagementId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
352,./server/src/services/auditorService.ts,710,auditEngagement,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/auditorService.ts:702-712,"const existing = await prisma.auditEngagement.findFirst({ where: { id: engagementId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
353,./server/src/services/auditorService.ts,796,auditFinding,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/auditorService.ts:786-806,"data: { id; organizationId; engagementId: data.engagementId; auditorId: data.auditorId; ... }",2026-05-25T16:30:00Z,L7_chunk_08
354,./server/src/services/auditorService.ts,879,auditFinding,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/auditorService.ts:852-900,"const existing = await prisma.auditFinding.findFirst({ where: { id: findingId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
355,./server/src/services/auditorService.ts,910,auditFinding,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/auditorService.ts:902-924,"const existing = await prisma.auditFinding.findFirst({ where: { id: findingId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
356,./server/src/services/auditorService.ts,998,auditWorkpaper,.create(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/auditorService.ts:975-1055,"const engagement = await prisma.auditEngagement.findFirst({ where: { id: data.engagementId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
357,./server/src/services/auditorService.ts,1081,auditWorkpaper,.update(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/auditorService.ts:1054-1095,"const existing = await prisma.auditWorkpaper.findFirst({ where: { id: workpaperId; engagement: { organizationId } } });",2026-05-25T16:30:00Z,L7_chunk_08
358,./server/src/services/auditorService.ts,1116,auditWorkpaper,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/auditorService.ts:1105-1130,"const existing = await prisma.auditWorkpaper.findFirst({ where: { id: workpaperId; engagement: { organizationId } } });",2026-05-25T16:30:00Z,L7_chunk_08
359,./server/src/services/auditorService.ts,1206,auditRequest,.create(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/auditorService.ts:1184-1264,"const engagement = await prisma.auditEngagement.findFirst({ where: { id: data.engagementId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
360,./server/src/services/auditorService.ts,1286,auditRequest,.update(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/auditorService.ts:1261-1300,"const existing = await prisma.auditRequest.findFirst({ where: { id: requestId; engagement: { organizationId } } });",2026-05-25T16:30:00Z,L7_chunk_08
361,./server/src/services/auditorService.ts,1321,auditRequest,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/auditorService.ts:1310-1338,"const existing = await prisma.auditRequest.findFirst({ where: { id: requestId; engagement: { organizationId } } });",2026-05-25T16:30:00Z,L7_chunk_08
362,./server/src/services/aws/s3ClientV3.ts,213,fileUpload,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/aws/s3ClientV3.ts:173-243,"data: { filename; originalName: file.originalname; ... uploadedBy: userId; organizationId; ... }",2026-05-25T16:30:00Z,L7_chunk_08
363,./server/src/services/aws/s3ClientV3.ts,318,fileUpload,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/aws/s3ClientV3.ts:307-323,"const file = await prisma.fileUpload.findFirst({ where: { id: fileId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
364,./server/src/services/aws/secretsManagerService.ts,464,cache,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/aws/secretsManagerService.ts:454-468,"this.cache.delete(key); // in-memory Map cache invalidation; not Prisma",2026-05-25T16:30:00Z,L7_chunk_08
365,./server/src/services/cache/redisCacheService.ts,219,cache,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/cache/redisCacheService.ts:209-229,"this.cache.delete(fullKey); // in-memory Map delete on expiration; not Prisma",2026-05-25T16:30:00Z,L7_chunk_08
366,./server/src/services/cache/redisCacheService.ts,319,cache,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/cache/redisCacheService.ts:309-326,"this.cache.delete(fullKey); // in-memory Map cache.delete; not Prisma",2026-05-25T16:30:00Z,L7_chunk_08
367,./server/src/services/cache/redisCacheService.ts,365,cache,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/cache/redisCacheService.ts:355-372,"this.cache.delete(key); // in-memory Map delPattern; not Prisma",2026-05-25T16:30:00Z,L7_chunk_08
368,./server/src/services/cache/redisCacheService.ts,408,cache,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/cache/redisCacheService.ts:398-418,"this.cache.delete(key); // in-memory Map invalidateByTag; not Prisma",2026-05-25T16:30:00Z,L7_chunk_08
369,./server/src/services/cache/redisCacheService.ts,413,tagIndex,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/cache/redisCacheService.ts:403-419,"this.tagIndex.delete(tag); // in-memory Map of tag index; not Prisma",2026-05-25T16:30:00Z,L7_chunk_08
370,./server/src/services/cache/redisCacheService.ts,463,cache,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/cache/redisCacheService.ts:453-468,"this.cache.delete(fullKey); // in-memory exists() check; not Prisma",2026-05-25T16:30:00Z,L7_chunk_08
371,./server/src/services/cache/redisCacheService.ts,588,tagKeys,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/cache/redisCacheService.ts:584-594,"tagKeys.delete(key); // Set.delete on private tagIndex; not Prisma",2026-05-25T16:30:00Z,L7_chunk_08
372,./server/src/services/cache/redisCacheService.ts,590,tagIndex,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/cache/redisCacheService.ts:584-594,"this.tagIndex.delete(tag); // in-memory Map removal; not Prisma",2026-05-25T16:30:00Z,L7_chunk_08
373,./server/src/services/cache/redisCacheService.ts,622,cache,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/cache/redisCacheService.ts:612-625,"this.cache.delete(oldestKey); // LRU eviction on in-memory Map; not Prisma",2026-05-25T16:30:00Z,L7_chunk_08
374,./server/src/services/cache/redisCacheService.ts,633,cache,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/cache/redisCacheService.ts:623-642,"this.cache.delete(key); // cleanup of expired in-memory entries; not Prisma",2026-05-25T16:30:00Z,L7_chunk_08
375,./server/src/services/dataAnonymizationService.ts,35,hmac,.update(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/dataAnonymizationService.ts:25-45,"hmac.update(context ? `${context}:${value}` : value); // crypto HMAC update; not Prisma",2026-05-25T16:30:00Z,L7_chunk_08
376,./server/src/services/doraService.ts,214,dORAICTRiskAssessment,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/doraService.ts:200-224,"data: { organizationId: data.organizationId; name: data.name; ... }",2026-05-25T16:30:00Z,L7_chunk_08
377,./server/src/services/doraService.ts,364,dORAICTRiskAssessment,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/doraService.ts:310-377,"const existing = await prisma.dORAICTRiskAssessment.findFirst({ where: { id: assessmentId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
378,./server/src/services/doraService.ts,394,dORAICTRiskAssessment,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/doraService.ts:382-404,"const existing = await prisma.dORAICTRiskAssessment.findFirst({ where: { id: assessmentId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
379,./server/src/services/doraService.ts,476,dORAICTRiskAssessment,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/doraService.ts:409-489,"const assessment = await prisma.dORAICTRiskAssessment.findFirst({ where: { id: assessmentId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
380,./server/src/services/doraService.ts,528,dORAICTIncident,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/doraService.ts:512-540,"data: { organizationId: data.organizationId; incidentId: `INC-${Date.now()}`; ... }",2026-05-25T16:30:00Z,L7_chunk_08
381,./server/src/services/doraService.ts,717,dORAICTIncident,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/doraService.ts:634-722,"const existing = await prisma.dORAICTIncident.findFirst({ where: { id: incidentId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
382,./server/src/services/doraService.ts,759,dORAICTIncident,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/doraService.ts:736-774,"const existing = await prisma.dORAICTIncident.findFirst({ where: { id: incidentId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
383,./server/src/services/doraService.ts,820,dORAICTIncident,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/doraService.ts:784-833,"const existing = await prisma.dORAICTIncident.findFirst({ where: { id: incidentId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
384,./server/src/services/doraService.ts,857,dORAThirdPartyProvider,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/doraService.ts:842-880,"data: { organizationId: data.organizationId; name: data.providerName; providerType: data.providerType; ... }",2026-05-25T16:30:00Z,L7_chunk_08
385,./server/src/services/doraService.ts,1013,dORAThirdPartyProvider,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/doraService.ts:962-1025,"const existing = await prisma.dORAThirdPartyProvider.findFirst({ where: { id: providerId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
386,./server/src/services/doraService.ts,1042,dORAThirdPartyProvider,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/doraService.ts:1030-1052,"const existing = await prisma.dORAThirdPartyProvider.findFirst({ where: { id: providerId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
387,./server/src/services/doraService.ts,1272,dORAResilienceTest,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/doraService.ts:1256-1290,"data: { organizationId: data.organizationId; name: data.testName; testType: data.testType; ... }",2026-05-25T16:30:00Z,L7_chunk_08
388,./server/src/services/doraService.ts,1414,dORAResilienceTest,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/doraService.ts:1366-1426,"const existing = await prisma.dORAResilienceTest.findFirst({ where: { id: testId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
389,./server/src/services/doraService.ts,1443,dORAResilienceTest,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/doraService.ts:1431-1453,"const existing = await prisma.dORAResilienceTest.findFirst({ where: { id: testId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
390,./server/src/services/doraService.ts,1506,dORAResilienceTest,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/doraService.ts:1464-1526,"const existing = await prisma.dORAResilienceTest.findFirst({ where: { id: testId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
391,./server/src/services/doraService.ts,1556,dORAInformationRegister,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/doraService.ts:1535-1570,"data: { organizationId: data.organizationId; assetName: data.assetName; assetType: data.assetType; ... }",2026-05-25T16:30:00Z,L7_chunk_08
392,./server/src/services/doraService.ts,1729,dORAInformationRegister,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/doraService.ts:1666-1741,"const existing = await prisma.dORAInformationRegister.findFirst({ where: { id: entryId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
393,./server/src/services/doraService.ts,1758,dORAInformationRegister,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/doraService.ts:1746-1768,"const existing = await prisma.dORAInformationRegister.findFirst({ where: { id: entryId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
394,./server/src/services/euRegulations/dmaService.ts,163,dMAGatekeeper,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/euRegulations/dmaService.ts:143-200,"data: { organizationId; platformName: gatekeeperData.platformName; corePlatformServices: ... }",2026-05-25T16:30:00Z,L7_chunk_08
395,./server/src/services/euRegulations/dmaService.ts,182,dMAObligationTracking,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/euRegulations/dmaService.ts:178-192,"data: { gatekeeperId: gatekeeper.id; organizationId; obligationType: obligation; ... }",2026-05-25T16:30:00Z,L7_chunk_08
396,./server/src/services/euRegulations/dmaService.ts,301,dMAObligationTracking,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/euRegulations/dmaService.ts:270-330,"const gatekeeper = await prisma.dMAGatekeeper.findFirst({ where: { id: gatekeeperId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
397,./server/src/services/euRegulations/dmaService.ts,312,dMAObligationTracking,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/euRegulations/dmaService.ts:310-323,"data: { gatekeeperId; organizationId; obligationType: obligationType as string; ... }",2026-05-25T16:30:00Z,L7_chunk_08
398,./server/src/services/euRegulations/dmaService.ts,366,dMAComplianceReport,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/euRegulations/dmaService.ts:335-379,"data: { gatekeeperId; organizationId; reportingPeriod: reportingPeriod; obligationsStatus; ... }",2026-05-25T16:30:00Z,L7_chunk_08
399,./server/src/services/euRegulations/dmaService.ts,428,dMAGatekeeper,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/euRegulations/dmaService.ts:411-434,"const gatekeeper = await prisma.dMAGatekeeper.findFirst({ where: { id: gatekeeperId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
400,./server/src/services/euRegulations/dmaService.ts,505,dMAGatekeeper,.delete(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/euRegulations/dmaService.ts:496-510,"const gatekeeper = await prisma.dMAGatekeeper.findFirst({ where: { id: gatekeeperId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_08
401,./server/src/services/euRegulations/dsaService.ts,211,dSAPlatform,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/euRegulations/dsaService.ts:176-233,"data: { organizationId; platformName: platformData.platformName;",2026-05-25T16:30:00Z,L7_chunk_09
402,./server/src/services/euRegulations/dsaService.ts,256,dSAContentModeration,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/euRegulations/dsaService.ts:238-274,"data: { platformId; organizationId; actionType: moderationData.actionType;",2026-05-25T16:30:00Z,L7_chunk_09
403,./server/src/services/euRegulations/dsaService.ts,322,dSAIllegalContentReport,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/euRegulations/dsaService.ts:303-344,"data: { platformId; organizationId; reportedBy: reportData.reportedBy;",2026-05-25T16:30:00Z,L7_chunk_09
404,./server/src/services/euRegulations/dsaService.ts,366,dSAIllegalContentReport,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/euRegulations/dsaService.ts:349-383,"const report = await prisma.dSAIllegalContentReport.findFirst({ where: { id: reportId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_09
405,./server/src/services/euRegulations/dsaService.ts,431,dSAAdRepository,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/euRegulations/dsaService.ts:389-441,"data: { platformId; organizationId; adId: adData.adId;",2026-05-25T16:30:00Z,L7_chunk_09
406,./server/src/services/euRegulations/dsaService.ts,545,dSATransparencyReport,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/euRegulations/dsaService.ts:481-561,"data: { platformId; organizationId; reportingPeriodStart: reportingPeriod.start;",2026-05-25T16:30:00Z,L7_chunk_09
407,./server/src/services/euRegulations/dsaService.ts,659,dSAPlatform,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/euRegulations/dsaService.ts:632-665,"const platform = await prisma.dSAPlatform.findFirst({ where: { id: platformId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_09
408,./server/src/services/euRegulations/dsaService.ts,679,dSAPlatform,.delete(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/euRegulations/dsaService.ts:670-684,"const platform = await prisma.dSAPlatform.findFirst({ where: { id: platformId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_09
409,./server/src/services/euRegulations/dsaService.ts,828,dSARiskAssessment,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/euRegulations/dsaService.ts:760-840,"data: { platformId; organizationId; assessedBy: userId;",2026-05-25T16:30:00Z,L7_chunk_09
410,./server/src/services/euRegulations/dsaService.ts,920,dSARiskAssessment,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/euRegulations/dsaService.ts:897-930,"const assessment = await prisma.dSARiskAssessment.findFirst({ where: { id: assessmentId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_09
411,./server/src/services/euRegulations/dsaService.ts,967,dSANonPersonalizedFeed,.upsert(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/euRegulations/dsaService.ts:935-1002,"create: { platformId; organizationId; isEnabled: configData.isEnabled;",2026-05-25T16:30:00Z,L7_chunk_09
412,./server/src/services/euRegulations/dsaService.ts,1042,dSANonPersonalizedFeed,.update(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/euRegulations/dsaService.ts:1025-1052,"if (!feedConfig || feedConfig.organizationId !== organizationId) { throw new AppError('Non-personalized feed configuration not found'; 404); }",2026-05-25T16:30:00Z,L7_chunk_09
413,./server/src/services/euRegulations/euAiActService.ts,251,eUAIActSystem,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/euRegulations/euAiActService.ts:218-298,"data: { organizationId; name: systemData.name; description: systemData.description;",2026-05-25T16:30:00Z,L7_chunk_09
414,./server/src/services/euRegulations/euAiActService.ts,274,eUAIActRiskAssessment,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/euRegulations/euAiActService.ts:218-298,"data: { systemId: aiSystem.id; organizationId; assessedBy: userId;",2026-05-25T16:30:00Z,L7_chunk_09
415,./server/src/services/euRegulations/euAiActService.ts,322,eUAIActSystem,.update(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/euRegulations/euAiActService.ts:218-339,"const system = await prisma.$transaction(...) // aiSystem.create with organizationId; then update where: { id: system.id }",2026-05-25T16:30:00Z,L7_chunk_09
416,./server/src/services/euRegulations/euAiActService.ts,380,eUAIActRiskAssessment,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/euRegulations/euAiActService.ts:344-417,"data: { systemId; organizationId; assessedBy: userId;",2026-05-25T16:30:00Z,L7_chunk_09
417,./server/src/services/euRegulations/euAiActService.ts,401,eUAIActSystem,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/euRegulations/euAiActService.ts:344-417,"const system = await prisma.eUAIActSystem.findFirst({ where: { id: systemId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_09
418,./server/src/services/euRegulations/euAiActService.ts,465,eUAIActTransparencyReport,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/euRegulations/euAiActService.ts:422-503,"data: { organizationId; reportingPeriodStart: reportingPeriod.start;",2026-05-25T16:30:00Z,L7_chunk_09
419,./server/src/services/euRegulations/euAiActService.ts,587,eUAIActSystem,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/euRegulations/euAiActService.ts:569-592,"const system = await prisma.eUAIActSystem.findFirst({ where: { id: systemId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_09
420,./server/src/services/euRegulations/euAiActService.ts,639,eUAIActSystem,.delete(,ORG_SCOPED,ORG_IN_PRIOR_findFirst,server/src/services/euRegulations/euAiActService.ts:630-644,"const system = await prisma.eUAIActSystem.findFirst({ where: { id: systemId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_09
421,./server/src/services/featureService.ts,214,stripe.products,.create(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/featureService.ts:204-220,"const product = await stripe.products.create({ name: `Add-on: ${feature.name}`;",2026-05-25T16:30:00Z,L7_chunk_09
422,./server/src/services/featureService.ts,238,stripe.prices,.create(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/featureService.ts:228-247,"stripePrice = await stripe.prices.create({ product: productId; currency: 'usd';",2026-05-25T16:30:00Z,L7_chunk_09
423,./server/src/services/featureService.ts,249,stripe.subscriptionItems,.create(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/featureService.ts:249-252,"const subscriptionItem = await stripe.subscriptionItems.create({ subscription: org.stripeSubscriptionId;",2026-05-25T16:30:00Z,L7_chunk_09
424,./server/src/services/featureService.ts,263,featureSubscription,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/featureService.ts:262-295,"data: { organizationId; featureId; status: 'active'; billingCycle; price;",2026-05-25T16:30:00Z,L7_chunk_09
425,./server/src/services/featureService.ts,277,subscriptionHistory,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/featureService.ts:277-292,"data: { organizationId; newPlan: org.plan; newStatus: 'active'; changeType: 'addon_added';",2026-05-25T16:30:00Z,L7_chunk_09
426,./server/src/services/featureService.ts,337,stripe.subscriptionItems,.update(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/featureService.ts:334-345,"await stripe.subscriptionItems.update(subscription.stripeSubscriptionItemId; { metadata: { cancel_at_period_end: 'true' } });",2026-05-25T16:30:00Z,L7_chunk_09
427,./server/src/services/featureService.ts,348,featureSubscription,.update(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/featureService.ts:314-354,"const subscription = await prisma.featureSubscription.findFirst({ where: { organizationId; featureId; status: 'active'; ... } });",2026-05-25T16:30:00Z,L7_chunk_09
428,./server/src/services/featureService.ts,358,subscriptionHistory,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/featureService.ts:358-371,"data: { organizationId; newPlan: ...; newStatus: 'active'; changeType: 'addon_removed';",2026-05-25T16:30:00Z,L7_chunk_09
429,./server/src/services/frameworkTemplateService.ts,1744,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/frameworkTemplateService.ts:1741-1755,"data: { action: `Template Applied: ...`; userId; organizationId; hash: `template-${frameworkId}-${Date.now()}` }",2026-05-25T16:30:00Z,L7_chunk_09
430,./server/src/services/frameworkTemplateService.ts,1860,controlMapping,.create(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/frameworkTemplateService.ts:1790-1870,"const orgFrameworks = await prisma.complianceFramework.findMany({ where: { organizationId } ... include: { controls: ... } });",2026-05-25T16:30:00Z,L7_chunk_09
431,./server/src/services/frameworkTemplateService.ts,2138,controlMapping,.deleteMany(,ORG_IN_FUNC_NOT_IN_WRITE,PARENT_ORG_VERIFIED,server/src/services/frameworkTemplateService.ts:2117-2152,"const framework = await prisma.complianceFramework.findFirst({ where: { id: frameworkId; organizationId } });",2026-05-25T16:30:00Z,L7_chunk_09
432,./server/src/services/hipaaService.ts,120,pHIRecord,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/hipaaService.ts:104-184,"data: { organizationId: data.organizationId; systemName: data.systemName;",2026-05-25T16:30:00Z,L7_chunk_09
433,./server/src/services/hipaaService.ts,204,pHIAccessGrant,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/hipaaService.ts:179-259,"data: { organizationId: data.organizationId; phiRecordId: data.phiRecordId; grantedToUserId: data.grantedToUserId;",2026-05-25T16:30:00Z,L7_chunk_09
