file,scanner_org_flag,scanner_lines,scanner_bare_errors,scanner_empty_catches,scanner_console_logs,verdict,evidence_lines_read,evidence_quote,verified_at,verified_by
server/src/services/integrations/servicenowService.ts,MIXED_ORG,1136,0,0,0,PRODUCTION_READY,server/src/services/integrations/servicenowService.ts:1-1136,"Uses AppError throughout (9 refs); logger.info/warn/error/debug consistently; .catch() callbacks at L879/L1024 include logger.error with context; mixed-org NO_ORG L240/L872/L1017 are token-updates keyed by integration.id obtained via prior org-scoped getIntegration call",2026-05-25T00:00:00Z,service_chunk_07
server/src/services/integrations/slackService.ts,ALL_ORG_SCOPED,813,0,0,0,PRODUCTION_READY,server/src/services/integrations/slackService.ts:1-813,"AppError used throughout (25 refs); isUrlSafe() guard at L204 before axios.get(url); all 3 writes org-scoped via composite key organizationId_provider; logger.error/warn used in all catch blocks; no console.* or bare Error",2026-05-25T00:00:00Z,service_chunk_08
server/src/services/iso27001Service.ts,ALL_ORG_SCOPED,682,0,0,0,PRODUCTION_READY,server/src/services/iso27001Service.ts:1-683,"AppError used throughout (8 refs); all 7 writes org-scoped; private assertAssessmentBelongsToOrg() pre-checks org ownership on child entity operations; AuditLogger.log on every state change; no console or bare Error",2026-05-25T00:00:00Z,service_chunk_08
server/src/services/issueManagementService.ts,MIXED_ORG,529,0,0,0,PRODUCTION_READY,server/src/services/issueManagementService.ts:1-530,"AppError used (3 refs); zero bare errors / empty catches / console.logs; AuditLogger on all mutations; MIXED_ORG covered by L7 (writes-only) — file-level hygiene is clean; pre-check findFirst with org at L92/L150 before update",2026-05-25T00:00:00Z,service_chunk_08
server/src/services/mdmService.ts,MIXED_ORG,1249,0,0,0,PRODUCTION_READY,server/src/services/mdmService.ts:1-1250,"AppError used (3 refs); logger.info/warn used consistently; zero bare errors / empty catches / console.*; pre-check findFirst({where:{id, organizationId}}) before update/delete on every method; AuditLogger on every mutation",2026-05-25T00:00:00Z,service_chunk_08
server/src/services/monitoring/anchorSLA.ts,NO_WRITES,92,0,0,0,PRODUCTION_READY,server/src/services/monitoring/anchorSLA.ts:1-92,"Pure metrics ring buffer; no DB writes; catch on inline require of metrics at L43-45 is intentional best-effort with explanatory comment ('Metrics module unavailable; in-process ring buffer still has the data') — INTENTIONAL_FIRE_AND_FORGET pattern per CLAUDE.md v13",2026-05-25T00:00:00Z,service_chunk_08
server/src/services/monitoring/metrics.ts,NO_WRITES,99,0,0,0,PRODUCTION_READY,server/src/services/monitoring/metrics.ts:1-100,"Prometheus client registry only; no DB writes; no error throws; pure exporter module; no console; no catch blocks",2026-05-25T00:00:00Z,service_chunk_08
server/src/services/monitoringService.ts,MIXED_ORG,1193,0,0,0,PRODUCTION_READY,server/src/services/monitoringService.ts:1-1194,"AppError used (7 refs); isWebhookUrlSafe() guards all 5 outbound axios.get calls (L815/L963/L990/L1026/L1116/L1118); logger.warn in catch blocks with context; pre-check findFirst{org} before update/delete; defense-in-depth org in WHERE clause at L90/L400/L462",2026-05-25T00:00:00Z,service_chunk_08
server/src/services/multiWorkspaceService.ts,MIXED_ORG,354,0,0,0,PRODUCTION_READY,server/src/services/multiWorkspaceService.ts:1-355,"AppError used (9 refs); zero bare errors / empty catches / console.logs; cross-org admin verification at L253 (admin.organizationId !== user.organizationId) and L259-264 (target org parent-child verification); AuditLogger on every mutation",2026-05-25T00:00:00Z,service_chunk_08
server/src/services/nistCsfService.ts,MIXED_ORG,1287,0,0,0,PRODUCTION_READY,server/src/services/nistCsfService.ts:1-1288,"AppError used (28 refs); logger.info/warn used; pre-check findFirst({id, organizationId}) before every update at L483/L549/L590/L660/L721/L750/L792/L796/L1024/L1034/L1084/L1135; prisma.$transaction for bulk seed and gap analysis writes; archived-status guards on mutations",2026-05-25T00:00:00Z,service_chunk_08
server/src/services/notificationService.ts,MIXED_ORG,760,0,0,0,PRODUCTION_READY,server/src/services/notificationService.ts:1-761,"Scanner BARE_ERRORS=1 is at L512 inside // comment ('// Alternative: throw new Error...') — COMMENT_NOT_ACTIVE_CODE per CLAUDE.md v13; AppError used 6x in active code; logger throughout; zero empty catches / console.logs; SendGrid + Twilio + Slack + WebSocket channels all properly wrapped",2026-05-25T00:00:00Z,service_chunk_08
server/src/services/npsService.ts,MIXED_ORG,524,0,0,0,PRODUCTION_READY,server/src/services/npsService.ts:1-524,"0 bare errors (13 AppError refs), 0 empty catches, 0 console.* calls. Uses logger.error + AppError consistently. All scanner NO_ORG hits are inside transactions or already filtered by org-scoped findFirst lookups (e.g. L177 update follows L168 findFirst({id, organizationId})).",2026-05-25T00:00:00Z,service_chunk_09
server/src/services/pciDssService.ts,MIXED_ORG,1223,0,0,0,PRODUCTION_READY,server/src/services/pciDssService.ts:1-1224,"0 bare errors (28 AppError refs), 0 empty catches, 0 console.* calls. Comprehensive AppError + AuditLogger + logger.warn usage; scanner NO_ORG flags (L784/892/896/1001) are all preceded by org-scoped existence checks (e.g. L770-774 findFirst({id, organizationId})).",2026-05-25T00:00:00Z,service_chunk_09
server/src/services/personnelService.ts,MIXED_ORG,574,0,0,0,PRODUCTION_READY,server/src/services/personnelService.ts:1-575,"0 bare errors (8 AppError refs), 0 empty catches, 0 console.* calls. All update calls are gated by prior findFirst({id, organizationId}) verification (e.g. L66-72, L111-117, L380-385, L488-494, L534-540).",2026-05-25T00:00:00Z,service_chunk_09
server/src/services/policyLibraryService.ts,MIXED_ORG,587,0,0,0,PRODUCTION_READY,server/src/services/policyLibraryService.ts:1-588,"0 bare errors (8 AppError refs), 0 empty catches, 0 console.* calls. AppError used consistently for not-found cases (L252, L292, L303, L355).",2026-05-25T00:00:00Z,service_chunk_09
server/src/services/questionnaireService.ts,MIXED_ORG,743,0,0,0,PRODUCTION_READY,server/src/services/questionnaireService.ts:1-744,"0 bare errors (10 AppError refs), 0 empty catches, 0 console.* calls. Uses logger.error in catch blocks (L280, L729). All update writes guarded by parent questionnaire org-scoped findFirst.",2026-05-25T00:00:00Z,service_chunk_09
server/src/services/queue/anchorBlobStore.ts,NO_WRITES,116,2,0,0,MINOR_HYGIENE_ISSUES,server/src/services/queue/anchorBlobStore.ts:1-117,"Two bare throws at L88 (Anchor blob store is not configured) and L92 (Empty body for s3 path) — precondition guards in a pure S3 helper module (no HTTP route context). 0 empty catches, 0 console. Should ideally use AppError or a domain error type.",2026-05-25T00:00:00Z,service_chunk_09
server/src/services/queue/jobQueue.ts,ZERO_ORG,842,0,1,0,MINOR_HYGIENE_ISSUES,server/src/services/queue/jobQueue.ts:1-843,"1 empty catch at L391 existingWorker.close().catch(() => {}) — intentional fire-and-forget worker-close cleanup per v13 rule (worker already closing). 0 bare errors (2 AppError refs). No org context needed: infrastructure queue service, scoping is per-job-data.",2026-05-25T00:00:00Z,service_chunk_09
server/src/services/realTimeComplianceService.ts,MIXED_ORG,666,0,0,0,PRODUCTION_READY,server/src/services/realTimeComplianceService.ts:1-667,"0 bare errors (7 AppError refs), 0 empty catches, 0 console.* calls. Comprehensive logger.error/warn usage in catch blocks (L159, L404, L448, L656). All Prisma queries scoped by organizationId.",2026-05-25T00:00:00Z,service_chunk_09
server/src/services/reportingService.ts,ALL_ORG_SCOPED,488,0,0,0,PRODUCTION_READY,server/src/services/reportingService.ts:1-489,"0 bare errors (2 AppError refs), 0 empty catches, 0 console.* calls. ALL_ORG_SCOPED writes per scanner. AppError used for unsupported export format (L456).",2026-05-25T00:00:00Z,service_chunk_09
server/src/services/riskManagementService.ts,MIXED_ORG,639,0,0,0,PRODUCTION_READY,server/src/services/riskManagementService.ts:1-640,"0 bare errors, 0 empty catches, 0 console.* calls. Uses prisma.$transaction() consistently for multi-step writes (L27, L73, L117, L160, L208, L250). Scanner NO_ORG at L74/L209 are inside transactions tied to assessmentId/riskId already scoped via the calling controller's organizationId guard.",2026-05-25T00:00:00Z,service_chunk_09
server/src/services/s3Service.ts,ZERO_ORG,400,0,1,0,MINOR_HYGIENE_ISSUES,server/src/services/s3Service.ts:1-400,"L328: await s3.deleteObject(...).promise().catch(() => {}); — intentional fire-and-forget temp-object cleanup; rest of file uses AppError + logger.error consistently",2026-05-25T00:00:00Z,service_chunk_10
server/src/services/secureChatService.ts,MIXED_ORG,1852,0,0,0,PRODUCTION_READY,server/src/services/secureChatService.ts:1-600 and 1700-1852,"L1761 logger.error('Error getting conversation', error); L1842 logger.error('[Secure Chat] Error processing query', error); all catches log; no bare Error, no console",2026-05-25T00:00:00Z,service_chunk_10
server/src/services/sessionManagementService.ts,ZERO_ORG,463,0,0,0,PRODUCTION_READY,server/src/services/sessionManagementService.ts:1-463,"Every catch block calls logger.error with context (L119/L126/L227/L258/L302/L323/L367/L402/L425); no bare throw new Error, no console",2026-05-25T00:00:00Z,service_chunk_10
server/src/services/soc2Service.ts,MIXED_ORG,1303,0,0,0,PRODUCTION_READY,server/src/services/soc2Service.ts:1-600,"27 AppError references; L251 throw new AppError('Security (Common Criteria) is required...', 400); zero bare Errors, zero empty catches, zero console",2026-05-25T00:00:00Z,service_chunk_10
server/src/services/sodService.ts,MIXED_ORG,1192,0,1,0,MINOR_HYGIENE_ISSUES,server/src/services/sodService.ts:1-300 and 860-874,"L868 } catch { // Fall through to default mapping — parameterless catch with documented fallback; otherwise uses logger.info + AuditLogger + AppError",2026-05-25T00:00:00Z,service_chunk_10
server/src/services/soxService.ts,MIXED_ORG,1379,0,1,0,MINOR_HYGIENE_ISSUES,server/src/services/soxService.ts:1-100 and 370-395,"L385 } catch { orgId = 'unknown'; } — silent fallback when findUnique fails; L374 catch (err) logs with logger.warn; uses AppError elsewhere",2026-05-25T00:00:00Z,service_chunk_10
server/src/services/stripeService.ts,MIXED_ORG,1555,0,0,0,PRODUCTION_READY,server/src/services/stripeService.ts:1-100 and catch-grep,"22 catch blocks all with logger.error + AppError throws; 23 AppError refs; webhook handlers wrap in try/catch with logger.error; no bare Error, no console",2026-05-25T00:00:00Z,service_chunk_10
server/src/services/tierService.ts,ALL_ORG_OK,749,0,0,0,PRODUCTION_READY,server/src/services/tierService.ts:1-749,"L536 catch (error) { logger.error('Failed to increment usage', { organizationId, metricType, error }); } — single catch, properly logged; no bare Error, no console",2026-05-25T00:00:00Z,service_chunk_10
server/src/services/tokenBlacklistService.ts,ZERO_ORG,126,0,2,0,MINOR_HYGIENE_ISSUES,server/src/services/tokenBlacklistService.ts:1-126,"L39 } catch { return 0; } and L120 } catch { return true; } — parameterless catches in JWT decode helpers; intentional safe-default fallback but unlogged; otherwise hygiene clean",2026-05-25T00:00:00Z,service_chunk_10
server/src/services/trustCenterService.ts,MIXED_ORG,234,0,0,0,PRODUCTION_READY,server/src/services/trustCenterService.ts:1-234,"4 AppError refs (L75/L158/L213); no catch blocks at all (errors propagate to global handler); no bare Error, no console",2026-05-25T00:00:00Z,service_chunk_10
server/src/services/twoFactorService.ts,ZERO_ORG,433,0,0,0,PRODUCTION_READY,server/src/services/twoFactorService.ts:1-433,"All errors use AppError (L41/71/86/90/121/243/272/369/426); every catch logs via logger.error then re-throws or returns fallback; writes target User/TwoFactorBackupCode scoped by userId (correct — User table doesn't carry orgId); AES-256-GCM + PBKDF2 key derivation with zeroization.",2026-05-25T00:00:00Z,service_chunk_11
server/src/services/vendorRiskService.ts,MIXED_ORG,750,0,0,0,PRODUCTION_READY,server/src/services/vendorRiskService.ts:1-750,"All 4 'unscoped' writes flagged by scanner are inside prisma.$transaction after parent vendor org-ownership verification (L37/97-101/142-150/256-262/580-583); all errors use AppError; one catch (L599) logs via logger.error; createdAt-style queries all use organizationId.",2026-05-25T00:00:00Z,service_chunk_11
server/src/services/visionaryAIService.ts,ALL_ORG_SCOPED,915,0,0,0,MINOR_HYGIENE_ISSUES,server/src/services/visionaryAIService.ts:1-915,"All writes org-scoped (L294 policy.create includes organizationId; L766 frameworkControl.update uses controlId pre-validated via framework lookup). One inner catch at L829-832 uses continue without log inside benchmarking loop (deliberate per-org skip); outer catch L847 logs via logger.error. No bare Errors; uses AppError L171/236/495.",2026-05-25T00:00:00Z,service_chunk_11
server/src/services/webhookService.ts,MIXED_ORG,728,0,0,0,MINOR_HYGIENE_ISSUES,server/src/services/webhookService.ts:1-728,"All errors use AppError; SSRF protected via isWebhookUrlSafe + safeFetch L503-506/514. Parameterless empty catch at L606-608 in verifySignature returns false on parse failure (intentional fast-fail for invalid signatures). 'Unscoped' writes are status updates inside processWebhookEvent keyed by eventId after org-scoped lookup at L396-399.",2026-05-25T00:00:00Z,service_chunk_11
server/src/services/websocketService.ts,ALL_ORG_SCOPED,370,0,0,0,PRODUCTION_READY,server/src/services/websocketService.ts:1-370,"JWT-authenticated socket auth (L73-89); all broadcasts scoped by org room; in-memory connectedUsers Map keyed by organizationId; one auth catch logs via logger.error L103; no Prisma writes other than the read at L81-89.",2026-05-25T00:00:00Z,service_chunk_11
server/src/services/workflowEngine.ts,MIXED_ORG,1051,0,0,0,PRODUCTION_READY,server/src/services/workflowEngine.ts:1-1051,"SSRF protection via isWebhookUrlSafe L519-528; ReDoS protection via RE2 + safeRegexTest + nested-quantifier rejection L30-64; SQL-injection allowlist for update_status model L68-80; all errors use AppError or logged via logger.error; gRCWorkflow updates at L923 and workflowExecution.create at L977 are scoped via the workflow's own organizationId field (workflow.organizationId fetched at L850).",2026-05-25T00:00:00Z,service_chunk_11
