component,scanner_class,api_refs_count,default_consts_count,state_setters_count,useeffect_updates,verdict,evidence_lines_read,evidence_quote,verified_at,verified_by
components/ExceptionManagement.tsx,FULLY_WIRED,7,0,"setActiveTab,setError,setExceptions,setForm,setLoading,setSearchQuery,setSelectedExc,setShowCreateForm,setStatusFilter","setLoading; setError; setExceptions",FULLY_WIRED,components/ExceptionManagement.tsx:1-220,"apiFetch<{ status: string; data: { exceptions: any[] } }>(`${API_BASE}?limit=100`).then((res) => { ... setExceptions(mapped); })",2026-05-25T17:00:00Z,component_chunk_04
components/ExecutiveDashboard.tsx,FULLY_WIRED,3,0,"setDashboardData,setError,setLoading,setSelectedPeriod","setLoading; setError; setDashboardData",FULLY_WIRED,components/ExecutiveDashboard.tsx:1-180,"const res = await fetch('/api/executive/dashboard'; { credentials: 'include' });",2026-05-25T17:00:00Z,component_chunk_04
components/FeatureLibrary.tsx,INTENTIONAL_STATIC,0,0,"setActiveCategory,setItem,setPinnedIds,setSearch",,INTENTIONAL_STATIC,components/FeatureLibrary.tsx:1-120,"import { FEATURE_CATALOG; FEATURE_CATEGORIES; type CatalogFeature; type FeatureCategory } from '../constants/featureCatalog'; ... localStorage.setItem(PINNED_KEY; ...)",2026-05-25T17:00:00Z,component_chunk_04
components/FeatureMarketplace.tsx,FULLY_WIRED,7,0,"setBillingCycle,setError,setFeatures,setLoading,setSubscribing,setSubscriptions",,FULLY_WIRED,components/FeatureMarketplace.tsx:1-140,"const response = await api.getAvailableFeatures(); ... await api.subscribeToFeature(featureId; billingCycle); ... await api.unsubscribeFromFeature(featureId);",2026-05-25T17:00:00Z,component_chunk_04
components/FrameworkDetails.tsx,FULLY_WIRED,31,0,"setAnalysisResult,setAnalyzingFile,setAvailableControls,setBulkEvidenceRequired,setBulkStatus,setConflictData,setControlMappings,setControls,setCurrentPage,setDeletingControl,setEvidenceVersions,setExportingControl,setFileInputRef,setFrameworkNotes,setFrameworkVersion,setIsEditingNotes,setIsLoading,setNewControl,setPendingSuggestion,setPendingUpdate,setReadinessScore,setRegeneratingMappings,setRejectFeedback,setSearchQuery,setSelectedControl,setSelectedControls,setShowAddControl,setShowAddMappingModal,setShowBulkUpdate,setShowConflictModal,setShowControlDetails,setShowMappings,setShowSuggestionModal,setShowVersions,setTeamMembers,setTimeout,setTotalPages,setUploadSuccess,setUploadingControl","setTeamMembers; setTimeout",FULLY_WIRED,components/FrameworkDetails.tsx:1-100,"31 api.* references including api.frameworks.getById; api.controls.list; api.evidence.upload; api.ai.* etc.",2026-05-25T17:00:00Z,component_chunk_04
components/Frameworks.tsx,FULLY_WIRED,18,0,"setAiGapAnalysis,setAiGapLoading,setApplyResult,setApplyingTemplate,setAttribute,setCoPilotLoading,setCoPilotRecommendations,setControlAssessLoading,setControlAssessment,setDeletingFramework,setEvidenceClassification,setEvidenceClassifyLoading,setEvidenceDescription,setEvidenceFile,setExpandedCategories,setFrameworksWithTemplateControls,setHours,setIsModalOpen,setSearchTerm,setSelectedControl,setSelectedFrameworkForAI,setShowCoPilotModal,setShowControlAssessModal,setShowEvidenceModal,setShowGapAnalysisModal,setTemplatePreview,setTemplatePreviewLoading,setTemplates,setTemplatesLoaded,setTimeout","setTemplates; setTemplatesLoaded; setFrameworksWithTemplateControls; setTimeout",FULLY_WIRED,components/Frameworks.tsx:130-650,"const response = await api.frameworks.getTemplates(); ... await api.frameworks.applyTemplate(frameworkId; template.frameworkType); ... await api.ai.performGapAnalysis(...)",2026-05-25T17:00:00Z,component_chunk_04
components/GlobalSearch.tsx,FULLY_WIRED,9,0,"setFilters,setIsOpen,setItem,setLoading,setQuery,setRecentSearches,setResults,setSearchTime,setSelectedIndex,setShowFilters,setTimeout,setTotalResults","setRecentSearches; setIsOpen; setTimeout; setQuery; setResults; setSelectedIndex; setShowFilters; setTotalResults",FULLY_WIRED,components/GlobalSearch.tsx:1-230,"const raw: any = await api.get(`/search?${qs}`);",2026-05-25T17:00:00Z,component_chunk_04
components/GoalModal.tsx,FULLY_WIRED,6,0,"setAvailableFrameworks,setErrors,setFormData,setHours,setLoading","setFormData; setErrors",FULLY_WIRED,components/GoalModal.tsx:1-150,"const frameworks = await api.frameworks.list(); ... await api.acos.updateGoal(goal.id; goalData); ... await api.acos.createGoal(goalData);",2026-05-25T17:00:00Z,component_chunk_04
components/GovernanceManager.tsx,FULLY_WIRED,11,0,"setActiveTab,setCommitteeSubTab,setCommittees,setDpo,setDpoSubTab,setEscalationPaths,setIsLoading,setLoadError,setNewMember,setNewPath,setNewStep,setNewTask,setNewTrigger,setSelectedCommitteeId,setSelectedEscalationId,setShowAddMember,setShowAddPath,setShowAddStep,setShowAddTask,setShowAddTrigger","setCommittees; setEscalationPaths; setDpo; setLoadError; setIsLoading",FULLY_WIRED,components/GovernanceManager.tsx:400-590,"api.modules.governance.listBodies(); api.modules.governance.getDPO(); ... await api.modules.governance.createBody(...); await api.modules.governance.updateEscalationPath(...)",2026-05-25T17:00:00Z,component_chunk_04
components/HomeOS.tsx,STATIC_ONLY,0,0,,,FULLY_WIRED,components/HomeOS.tsx:1-30,"import { useExecutiveDashboard } from '../hooks/queries/useDashboard'; import { useRisks } from '../hooks/queries/useRisks'; const { data: dashboard; isLoading } = useExecutiveDashboard(); const { data: risks = [] } = useRisks();",2026-05-25T17:00:00Z,component_chunk_04
components/IncidentManagement.tsx,FULLY_WIRED,6,0,"setActiveTab,setCategoryFilter,setFetchError,setForm,setIncidents,setLoading,setSearchQuery,setSelectedIncident,setSeverityFilter,setShowCreateForm,setShowFilters,setStatusFilter","setLoading; setFetchError; setIncidents",FULLY_WIRED,components/IncidentManagement.tsx:1-400,"const res = await fetch('/api/incidents?limit=100'; { credentials: 'include' }); ... await fetch('/api/incidents'; { method: 'POST'; ... });",2026-05-25T17:00:00Z,component_chunk_04
components/IntegrationModal.tsx,FULLY_WIRED,22,0,"setAccessKeyId,setApiKey,setApiSecret,setAuthType,setBaseUrl,setError,setInterval,setIsConnecting,setPassword,setPat,setPatUrl,setRegion,setSecretAccessKey,setServiceAccountJson,setStatus,setSubscriptionId,setTimeout,setUsername","setAuthType; setBaseUrl; setPatUrl; setStatus; setTimeout; setError",FULLY_WIRED,components/IntegrationModal.tsx:200-660,"await api.integrations.authorize(provider); ... await api.integrations.connectWithApiKey(provider; ...); ... await api.integrations.disconnect(provider);",2026-05-25T17:00:00Z,component_chunk_04
components/Integrations.tsx,FULLY_WIRED,9,0,"setIntegrations,setIsLoading,setSearchQuery,setSelectedCategory,setSelectedIntegration","setIsLoading; setIntegrations",FULLY_WIRED,components/Integrations.tsx:540-700,"const connectedIntegrations = await api.integrations.list(); ... await api.integrations.disconnect(provider); ... await api.integrations.sync(provider);",2026-05-25T17:00:00Z,component_chunk_04
components/IssueManagement.tsx,FULLY_WIRED,25,0,"setAiClassification,setAiCorrelation,setAiLoading,setAiRemediation,setAiRootCause,setDashboard,setError,setFilterPriority,setFilterStatus,setFilterType,setForm,setIsAddingComment,setIsLoading,setIsSaving,setIssueForm,setIssues,setNewComment,setSearchQuery,setSelectedIssue,setUsers,setViewMode",setIsLoading,FULLY_WIRED,components/IssueManagement.tsx:190-320,"const data = await api.enterprise.issues.list(); ... const data = await api.enterprise.issues.getDashboard(); ... await api.enterprise.issues.create(...); ... await api.enterprise.issues.update(...)",2026-05-25T17:00:00Z,component_chunk_04
components/LandingPage.tsx,INTENTIONAL_STATIC,3,0,"setActiveTab,setAuthStep,setDevToken,setEmail,setItem,setLoading,setLoginMethod,setMagicLinkEmail,setName,setPassword,setShowAuthModal,setShowDemoModal,setShowSignupModal","setShowSignupModal; setItem",INTENTIONAL_STATIC,components/LandingPage.tsx:1-160,"Marketing landing page; auth wired via api.auth.register only. CLAUDE.md lists LandingPage as intentionally static.",2026-05-25T17:00:00Z,component_chunk_04
components/LanguageSwitcher.tsx,FULLY_WIRED,3,0,"setFocusIndex,setIsOpen,setLocale","setIsOpen; setFocusIndex",FULLY_WIRED,components/LanguageSwitcher.tsx:1-130,"const { locale; setLocale; availableLocales; t; isLoading } = useI18n(); ... await setLocale(code); — wired through I18nContext which loads translations from API.",2026-05-25T17:00:00Z,component_chunk_04
components/Layout.tsx,FULLY_WIRED,2,0,"setCollapsedSections,setCommandPaletteOpen,setGlobalSearchOpen,setItem,setSidebarOpen,setSidebarVariant",setGlobalSearchOpen,INTENTIONAL_STATIC,components/Layout.tsx:1-60,"Navigation/layout shell — composes wired children (GlobalSearch; NotificationCenter; ComplianceChat; OnboardingChecklist). const { user; logout } = useAuth(); — auth context but no direct data fetches.",2026-05-25T17:00:00Z,component_chunk_04
components/LearnPage.tsx,STATIC_ONLY,0,0,"setActiveTab,setSearchQuery,setSelectedCategory",,INTENTIONAL_STATIC,components/LearnPage.tsx:1-100,"const courses: Course[] = [{ id: '1'; title: 'SOC 2 Compliance Masterclass'; ... }] — CLAUDE.md lists LearnPage.tsx as INTENTIONALLY_STATIC (courses/tutorials catalog landing page)",2026-05-25T17:00:00Z,component_chunk_05
components/MDMDashboard.tsx,FULLY_WIRED,9,0,"setActionLoading,setActionLog,setActiveTab,setDevices,setLoadError,setLoading,setPlatformFilter,setPolicies,setPolicyForm,setSearchQuery,setShowActionConfirm,setShowCreatePolicy,setStatusFilter,setViolations",,FULLY_WIRED,components/MDMDashboard.tsx:1-170,"api.mdm.listDevices(); api.mdm.listPolicies(); api.mdm.getDashboard(); useEffect(() => { loadData(); }; [loadData]); — full MDM API wiring with create/execute actions",2026-05-25T17:00:00Z,component_chunk_05
components/MaturityAssessment.tsx,PARTIALLY_WIRED,6,1,"setActiveTab,setAssessments,setError,setLoading,setLoadingRecs,setQuestions,setRecommendations,setSaving,setServerReachable,setTargetScores,setWizardDomain,setWizardStep",,FULLY_WIRED_WITH_FALLBACK,components/MaturityAssessment.tsx:103-292,"const DEFAULT_QUESTIONS: Question[] = [...] is the static questionnaire structure; api.maturity.listAssessments() / createAssessment() / generateRecommendations() wire answers and recs; questions are reference data and answers come from API",2026-05-25T17:00:00Z,component_chunk_05
components/MonitoringDashboard.tsx,FULLY_WIRED,16,0,"setAiLoading,setAiSuggestions,setAiTrend,setAiTriage,setDashboard,setError,setExecutingId,setFilterStatus,setFilterType,setForm,setIsLoading,setIsSaving,setMonitorForm,setMonitorResults,setMonitors,setSearchQuery,setSelectedMonitor,setViewMode",setIsLoading,FULLY_WIRED,components/MonitoringDashboard.tsx:1-100,"import { api } from '../services/api'; component imports api and uses TanStack-like loader; 16 api refs and no DEFAULT_ constants",2026-05-25T17:00:00Z,component_chunk_05
components/MyTasks.tsx,FULLY_WIRED,5,0,"setFilterSeverity,setFilterStatus,setIsLoading,setLoadingRemediation,setNewStatus,setRemediationPlan,setSelectedTask,setSortField,setSortOrder,setTasks",,FULLY_WIRED,components/MyTasks.tsx:1-120,"const myTasks = await api.risks.list({ assignedTo: user.id }); generateRemediationPlan via geminiService; useEffect(() => { loadTasks(); }; [user])",2026-05-25T17:00:00Z,component_chunk_05
components/NIS2Dashboard.tsx,DEV_FALLBACK,10,5,"setActiveTab,setBcps,setEntity,setIncidentForm,setIncidents,setIsLoading,setLoadError,setMeasures,setSearchTerm,setSelectedIncident,setServerReachable,setShowDetailModal,setShowIncidentModal,setShowPenaltyModal,setSuppliers,setTimeout","setEntity, setMeasures, setIncidents, setSuppliers, setBcps, setServerReachable, setLoadError, setIsLoading, setTimeout",DEV_FALLBACK,components/NIS2Dashboard.tsx:243-300,"const saved = await api.regulationData.getAll('nis2'); if (saved && typeof saved === 'object') { setMeasures(...); setIncidents(...); setSuppliers(...); setBcps(...) } catch { ...setMeasures(DEFAULT_MEASURES); setIncidents(DEFAULT_INCIDENTS); ... } — defaults render only when server unreachable",2026-05-25T17:00:00Z,component_chunk_05
components/NPSSurvey.tsx,FULLY_WIRED,7,0,"setBusy,setComment,setError,setInterval,setInvitation,setScore,setSnoozeMenuOpen,setStage,setTimeout",setInterval,FULLY_WIRED,components/NPSSurvey.tsx:1-120,"const inv = await api.nps.getActive(); api.nps.submitResponse(...); api.nps.dismissInvitation(id); api.nps.snoozeInvitation(id; days) — polled survey with full API wiring",2026-05-25T17:00:00Z,component_chunk_05
components/NotificationCenter.tsx,FULLY_WIRED,10,0,"setActiveTab,setHasMore,setInterval,setIsLoading,setIsOpen,setNotifications,setPage,setSoundEnabled,setUnreadCount","setInterval, setIsOpen",FULLY_WIRED,components/NotificationCenter.tsx:1-120,"const response = await api.get('/notifications/unread-count'); api.get(`/notifications${query}`); api.patch(`/notifications/${id}/read`); api.post('/notifications/mark-all-read')",2026-05-25T17:00:00Z,component_chunk_05
components/OfflineBanner.tsx,FULLY_WIRED,4,0,"setDismissed,setOnline,setShouldRender,setTimeout,setVisible","setOnline, setDismissed, setTimeout, setShouldRender, setVisible",FULLY_WIRED,components/OfflineBanner.tsx:1-144,"navigator.onLine + window.addEventListener('online'; handleOnline); browser network state component — uses browser API not server API but is reactive to network state",2026-05-25T17:00:00Z,component_chunk_05
components/Onboarding/OnboardingCelebration.tsx,FULLY_WIRED,2,0,"setCheckmarkDone,setIsVisible,setTimeout","setTimeout, setIsVisible",INTENTIONAL_STATIC,components/Onboarding/OnboardingCelebration.tsx:1-169,"export const OnboardingCelebration: React.FC<OnboardingCelebrationProps> — pure presentational confetti/checkmark celebration overlay; takes props from parent; no API calls; UI primitive",2026-05-25T17:00:00Z,component_chunk_05
components/Onboarding/OnboardingChecklist.tsx,FULLY_WIRED,3,0,"setHasNewItems,setIsDismissed,setIsExpanded,setItem,setTimeout","setIsExpanded, setHasNewItems, setTimeout",FULLY_WIRED,components/Onboarding/OnboardingChecklist.tsx:1-212,"import { useOnboardingChecklist } from '../../hooks/useOnboarding'; uses useOnboardingContext — hooks wrap API/state for onboarding progress",2026-05-25T17:00:00Z,component_chunk_05
components/Onboarding/OnboardingHint.tsx,STATIC_ONLY,0,0,,,INTENTIONAL_STATIC,components/Onboarding/OnboardingHint.tsx:1-81,"export const OnboardingHint: React.FC<OnboardingHintProps> — pure presentational tooltip card; CLAUDE.md lists Onboarding/OnboardingHint.tsx as UI primitive (presentational only)",2026-05-25T17:00:00Z,component_chunk_05
components/Onboarding/OnboardingModal.tsx,FULLY_WIRED,2,0,,,INTENTIONAL_STATIC,components/Onboarding/OnboardingModal.tsx:1-105,"export const OnboardingModal: React.FC<OnboardingModalProps> — pure presentational modal with title/description/icon/actions; no API calls; UI primitive driven by parent props",2026-05-25T17:00:00Z,component_chunk_05
components/Onboarding/OnboardingOverlay.tsx,FULLY_WIRED,3,0,"setSpotlightStyle,setTargetRect",,FULLY_WIRED,components/Onboarding/OnboardingOverlay.tsx:1-217,"import { useOnboarding } from '../../hooks/useOnboarding'; uses useAuth(); orchestrates onboarding flow via hook; hook calls API to fetch/update onboarding state",2026-05-25T17:00:00Z,component_chunk_05
components/Onboarding/OnboardingProgress.tsx,STATIC_ONLY,0,0,,,INTENTIONAL_STATIC,components/Onboarding/OnboardingProgress.tsx:1-37,"export const OnboardingProgressBar — pure presentational progress bar; CLAUDE.md lists Onboarding/OnboardingProgress.tsx as UI primitive (presentational only)",2026-05-25T17:00:00Z,component_chunk_05
components/Onboarding/OnboardingTierBadge.tsx,STATIC_ONLY,0,0,,,INTENTIONAL_STATIC,components/Onboarding/OnboardingTierBadge.tsx:1-68,"export const OnboardingTierBadge — tier icon + label badge; CLAUDE.md lists Onboarding/OnboardingTierBadge.tsx as UI primitive (presentational only)",2026-05-25T17:00:00Z,component_chunk_05
components/Onboarding/OnboardingTooltip.tsx,FULLY_WIRED,4,0,"setArrowSide,setCoords,setIsVisible,setTimeout","setTimeout, setIsVisible",INTENTIONAL_STATIC,components/Onboarding/OnboardingTooltip.tsx:1-207,"export const OnboardingTooltip — pure presentational tooltip with viewport-clamped positioning; takes props from parent; no API calls; UI primitive",2026-05-25T17:00:00Z,component_chunk_05
components/Onboarding/OnboardingWelcome.tsx,FULLY_WIRED,2,0,"setIsVisible,setTimeout",setTimeout,INTENTIONAL_STATIC,components/Onboarding/OnboardingWelcome.tsx:1-131,"export const OnboardingWelcome — welcome modal with tier badge and CTA; pure presentational; takes props from parent including userName/tier; no API calls; UI primitive",2026-05-25T17:00:00Z,component_chunk_05
components/Pagination.tsx,STATIC_ONLY,0,0,,,INTENTIONAL_STATIC,components/Pagination.tsx:1-217,"export const Pagination — Reusable Pagination Component; CLAUDE.md lists Pagination.tsx as UI primitive (presentational only)",2026-05-25T17:00:00Z,component_chunk_05
components/PaymentModal.tsx,FULLY_WIRED,3,0,"setCardNumber,setCvc,setExpiry,setLoading,setStep",,FULLY_WIRED,components/PaymentModal.tsx:1-138,"const response: any = await api.billing.createCheckout(plan as ...; billingCycle); if (response?.url) { window.location.href = response.url; } — Stripe checkout flow",2026-05-25T17:00:00Z,component_chunk_05
components/PolicyManagement.tsx,FULLY_WIRED,17,0,28,setIsLoading,FULLY_WIRED,components/PolicyManagement.tsx:1-450,"import { api } from '../services/api'; ... const data = await api.enterprise.policies.list(); ... api.enterprise.policies.create/update/delete/approve/duplicate ... api.ai.generatePolicy/chat/performGapAnalysis",2026-05-25T17:00:00Z,component_chunk_06
components/PostMarketSurveillance.tsx,PARTIALLY_WIRED,12,6,22,,DEV_FALLBACK,components/PostMarketSurveillance.tsx:175-470,"Server is the source of truth. DEMO_* arrays are reference fixtures used only when the API is unreachable ... const allRejected = results.every(r => r.status === 'rejected'); if (allRejected) { setServerReachable(false); setPlans(DEMO_PLANS); ... }",2026-05-25T17:00:00Z,component_chunk_06
components/PricingSection.tsx,FULLY_WIRED,1,0,4,,INTENTIONAL_STATIC,components/PricingSection.tsx:1-669,"const TIERS: Record<TierName; Tier> = { Foundation: { ... } } ... Marketing pricing page with TIERS / TIER_ADD_ONS constants; opens DemoBookingForm modal. No api.* / fetch.",2026-05-25T17:00:00Z,component_chunk_06
components/PrivacyManagementPlatform.tsx,FULLY_WIRED,10,0,14,,FULLY_WIRED,components/PrivacyManagementPlatform.tsx:1-630,"import { api } from '../services/api'; api.privacy.getDashboard(); api.privacy.listDSARs(); api.privacy.getConsentPurposes(); api.privacy.listRetention(); api.privacy.listSCCTIA(); api.privacy.getSuppressionList(); api.privacy.createDSAR",2026-05-25T17:00:00Z,component_chunk_06
components/PrivacyNoticeServing.tsx,FULLY_WIRED,12,0,16,"setNotices, setConsentAnalytics, setTemplates, setVersionHistory, setLoadError, setIsLoading",FULLY_WIRED,components/PrivacyNoticeServing.tsx:1-700,"api.privacy.listNotices(); api.privacy.getConsentStats(); api.privacy.listNoticeTemplates(); api.privacy.listNoticeVersionHistory(); api.privacy.createNotice/updateNotice/deleteNotice",2026-05-25T17:00:00Z,component_chunk_06
components/ProcessMapper.tsx,FULLY_WIRED,8,0,22,"setProcesses, setLoadError, setIsLoading",FULLY_WIRED,components/ProcessMapper.tsx:1-450,"import { api } from '../services/api'; const data = await api.modules.processMaps.list(); await api.modules.processMaps.create/update/delete(payload); api.ai.analyzeProcess(...)",2026-05-25T17:00:00Z,component_chunk_06
components/ProductDecommissioning.tsx,PARTIALLY_WIRED,10,4,15,,DEV_FALLBACK,components/ProductDecommissioning.tsx:103-340,"Server is the source of truth. DEMO_* arrays are reference fixtures used only when ... await Promise.all([api.modules.decommission.listProducts(); listWorkflowTasks(); listDataPlans(); listNotifications()]); ... fallback: setProducts(DEMO_PRODUCTS)",2026-05-25T17:00:00Z,component_chunk_06
components/ProductLifecycleTracker.tsx,FULLY_WIRED,4,0,12,"setLoadError, setIsLoading",FULLY_WIRED,components/ProductLifecycleTracker.tsx:1-440,"import { api } from '../services/api'; const data = await api.modules.productLifecycle.listProducts()",2026-05-25T17:00:00Z,component_chunk_06
components/QuestionnaireManagement.tsx,FULLY_WIRED,26,0,23,setIsLoading,FULLY_WIRED,components/QuestionnaireManagement.tsx:1-475,"api.enterprise.questionnaires.list/getMetrics/getTemplates/create/createFromTemplate/update/delete/complete/getById/submitResponse/addQuestions/aiGenerate; api.ai.generateRFPResponse/chat",2026-05-25T17:00:00Z,component_chunk_06
components/RealTimeAnalytics.tsx,FULLY_WIRED,14,0,7,"setInterval, setLastUpdate",FULLY_WIRED,components/RealTimeAnalytics.tsx:1-200,"const [risksData; frameworksData] = await Promise.all([api.risks.list(); api.frameworks.list()]); api.organization?.get?.(); api.enterprise?.monitoring?.getDashboard?.(); api.metrics.getHistory(...); api.metrics.record(...)",2026-05-25T17:00:00Z,component_chunk_06
components/RegulatoryChangeTracker.tsx,FULLY_WIRED,10,0,16,,FULLY_WIRED,components/RegulatoryChangeTracker.tsx:1-230,"const res = await api.get('/regulatory-changes'); api.get('/regulatory-changes/metrics'); api.put/post/delete/patch/analyze",2026-05-25T17:00:00Z,component_chunk_06
components/ReportBuilder.tsx,FULLY_WIRED,9,0,15,,FULLY_WIRED,components/ReportBuilder.tsx:1-320,"const res = await api.get('/reports/templates'); api.get('/reports/generated'); api.post('/reports/templates'); api.put('/reports/templates/...'); api.delete; api.post('/reports/generate')",2026-05-25T17:00:00Z,component_chunk_06
components/Reports.tsx,FULLY_WIRED,9,0,16,"setLoadingFrameworks, setFrameworks, setError",FULLY_WIRED,components/Reports.tsx:1-350,"import { api } from '../services/api'; import { generateComplianceReport } from '../services/geminiService'; const allFrameworks = await api.frameworks.list(); api.risks.list(); api.enterprise.reports.getExecutiveSummary/getRiskReport/getVendorRiskReport; api.enterprise.autopilot.run()",2026-05-25T17:00:00Z,component_chunk_06
components/RisingSignals.tsx,STATIC_ONLY,0,0,1,,FULLY_WIRED,components/RisingSignals.tsx:1-195,"import { useNotifications } from '../hooks/useNotifications'; const { notifications } = useNotifications(); — CLAUDE.md exempts RisingSignals as wired via useNotifications hook",2026-05-25T17:00:00Z,component_chunk_06
components/RiskCanvas.tsx,DEV_FALLBACK,2,1,7,setRenderedNodes,FULLY_WIRED_WITH_FALLBACK,components/RiskCanvas.tsx:140-260,"const { data: risks = [] } = useRisks(); const { data: dashboard } = useExecutiveDashboard(); ... INITIAL_MESSAGES is just the welcome message for the local chat UI (1 entry); risks/dashboard sourced live via TanStack Query hooks",2026-05-25T17:00:00Z,component_chunk_06
components/RiskHeatMap.tsx,FULLY_WIRED,4,0,9,,FULLY_WIRED,components/RiskHeatMap.tsx:1-100,"import { api } from '../services/api'; const response = await api.get('/risks?pageSize=100')",2026-05-25T17:00:00Z,component_chunk_06
components/RiskManagement.tsx,FULLY_WIRED,10,0,22,,FULLY_WIRED,components/RiskManagement.tsx:1-310,"import { api } from '../services/api'; import { generateRemediationPlan; prioritizeRisks } from '../services/geminiService'; const data = await api.risks.list(); api.team.list(); api.risks.scan/update/generateRemediation/create",2026-05-25T17:00:00Z,component_chunk_06
components/RoPAManagement.tsx,FULLY_WIRED,7,0,12,,FULLY_WIRED,components/RoPAManagement.tsx:150-210,"async function apiFetch<T>(endpoint: string; options: RequestInit = {}): Promise<T> { const res = await fetch(`${apiUrl}${endpoint}`; ...); ... } ... const res = await apiFetch<...>('/ropa');",2026-05-25T17:00:00Z,component_chunk_06
components/RoleManager.tsx,FULLY_WIRED,12,0,21,,FULLY_WIRED,components/RoleManager.tsx:85-260,"const API_BASE = '/api/roles'; async function apiFetch<T>(endpoint: string; options: RequestInit = {}): Promise<T> { const res = await fetch(endpoint; { credentials: 'include' }) ... }",2026-05-25T17:00:00Z,component_chunk_06
components/SBOMManager.tsx,PARTIALLY_WIRED,14,5,23,,DEV_FALLBACK,components/SBOMManager.tsx:107-310,"Server is source of truth. DEMO_* arrays are reference fixtures used only when the API ... await Promise.all([api.modules.sbom.listEntries(); listRepositories(); listLicenses()]); catch fallback: setComponents(DEMO_COMPONENTS); setVulnerabilities(DEMO_VULNERABILITIES); ...",2026-05-25T17:00:00Z,component_chunk_06
components/SCIMSettings.tsx,FULLY_WIRED,15,0,20,,FULLY_WIRED,components/SCIMSettings.tsx:1-100,"const API_BASE = '/api/scim'; async function apiFetch<T>(endpoint: string; options: RequestInit = {}): Promise<T> { const res = await fetch(endpoint; ...)",2026-05-25T17:00:00Z,component_chunk_07
components/SOXComplianceDashboard.tsx,FULLY_WIRED,9,0,14,,FULLY_WIRED,components/SOXComplianceDashboard.tsx:1-100,"const [dashRes; controlsRes; testsRes; assessmentsRes] = await Promise.allSettled([api.sox.getDashboard(); api.sox.listControls(); api.sox.listTestResults(); api.sox.listAssessments()])",2026-05-25T17:00:00Z,component_chunk_07
components/SSOSettings.tsx,PARTIALLY_WIRED,8,1,28,,FULLY_WIRED_WITH_FALLBACK,components/SSOSettings.tsx:127-211,"DEFAULT_MAPPINGS stays as the editable starting point... setFormMappings(cfg.attributeMappings.length > 0 ? cfg.attributeMappings : DEFAULT_MAPPINGS) — replaced by API config when loaded",2026-05-25T17:00:00Z,component_chunk_07
components/SecurityFeatures.tsx,FULLY_WIRED,20,0,25,"setActiveTab, setTimeout",FULLY_WIRED,components/SecurityFeatures.tsx:1-100,"import { api } from '../services/api'; component uses api calls for zero-trust/zkp/byok/compliance-as-code tabs",2026-05-25T17:00:00Z,component_chunk_07
components/SecurityTrainingDashboard.tsx,FULLY_WIRED,9,0,15,,FULLY_WIRED,components/SecurityTrainingDashboard.tsx:1-120,"Security awareness and compliance training management with admin and employee views; uses useCallback and useEffect for API-driven module/assignment/report loading",2026-05-25T17:00:00Z,component_chunk_07
components/Settings.tsx,FULLY_WIRED,37,0,46,"setActiveTab; setTimeout; setShowPaymentSuccess; setIsLoadingUsers; setUsers; setIsLoadingIntegrations; setIntegrations; setTwoFactorEnabled; setTwoFactorVerified; setOrganizationName; setOrganizationTier; setCurrentTier; setIsLoadingBilling; setBillingError; setSubscriptionDetails; setUsageMetrics; setIsLoadingFeatures; setActiveFeatureSubscriptions; setTotalFeatureCost",FULLY_WIRED,components/Settings.tsx:1-100,"import { api } from '../services/api'; useEffect loads users; integrations; billing; usage metrics; feature subscriptions from API",2026-05-25T17:00:00Z,component_chunk_07
components/SignupPage.tsx,FULLY_WIRED,2,0,6,,FULLY_WIRED,components/SignupPage.tsx:1-100,"import { useAuth } from '../contexts/AuthContext'; import { api } from '../services/api'; uses register() from AuthContext",2026-05-25T17:00:00Z,component_chunk_07
components/SkipNavLink.tsx,STATIC_ONLY,0,0,1,,INTENTIONAL_STATIC,components/SkipNavLink.tsx:1-32,"Skip to main content link for keyboard navigation. Visible only on focus (keyboard Tab). UI primitive listed in CLAUDE.md intentional-static",2026-05-25T17:00:00Z,component_chunk_07
components/SlimSidebar.tsx,STATIC_ONLY,0,0,0,,INTENTIONAL_STATIC,components/SlimSidebar.tsx:1-137,"Navigation sidebar with NAV_PILLARS const list and react-router Link components. UI primitive listed in CLAUDE.md intentional-static",2026-05-25T17:00:00Z,component_chunk_07
components/SoDAnalysisDashboard.tsx,FULLY_WIRED,14,0,14,,FULLY_WIRED,components/SoDAnalysisDashboard.tsx:91-100,"const [rulesRes; violationsRes; dashboardRes; matrixRes] = await Promise.allSettled([api.sod.listRules(); api.sod.listViolations(); api.sod.getDashboard(); api.sod.getMatrix()])",2026-05-25T17:00:00Z,component_chunk_07
components/StatusPage.tsx,FULLY_WIRED,4,0,8,"setLiveServices; setLoading; setInterval; setLastUpdated",PARTIALLY_WIRED,components/StatusPage.tsx:51-244,"services/recentIncidents/scheduledMaintenance defined as static module-scope arrays; only liveServices fetched from /api/health; incidents and maintenance arrays NEVER replaced by setState — operational status display per v11 rule",2026-05-25T17:00:00Z,component_chunk_07
components/TabbedContainer.tsx,STATIC_ONLY,0,0,0,,INTENTIONAL_STATIC,components/TabbedContainer.tsx:1-57,"Tab navigation UI primitive with onTabChange callback and Suspense fallback. UI primitive listed in CLAUDE.md intentional-static",2026-05-25T17:00:00Z,component_chunk_07
